,af-en,am-en,ar-en,az-en,be-en,bg-en,bn-en,bs-en,ca-en,ceb-en,co-en,cs-en,cy-en,da-en,de-en,el-en,en-af,en-am,en-ar,en-az,en-be,en-bg,en-bn,en-bs,en-ca,en-ceb,en-co,en-cs,en-cy,en-da,en-de,en-el,en-eo,en-es,en-et,en-eu,en-fa,en-fi,en-fr,en-fy,en-ga,en-gd,en-gl,en-gu,en-ha,en-haw,en-hi,en-hmn,en-hr,en-ht,en-hu,en-hy,en-id,en-ig,en-is,en-it,en-iw,en-ja,en-jw,en-ka,en-kk,en-km,en-kn,en-ko,en-ku,en-ky,en-lb,en-lo,en-lt,en-lv,en-mg,en-mi,en-mk,en-ml,en-mn,en-mr,en-ms,en-mt,en-my,en-ne,en-nl,en-no,en-ny,en-pa,en-pl,en-ps,en-pt,en-ro,en-ru,en-sd,en-si,en-sk,en-sl,en-sm,en-sn,en-so,en-sq,en-sr,en-st,en-su,en-sv,en-sw,en-ta,en-te,en-tg,en-th,en-tl,en-tr,en-uk,en-ur,en-uz,en-vi,en-xh,en-yi,en-yo,en-zh,en-zu,eo-en,es-en,et-en,eu-en,fa-en,fi-en,fr-en,fy-en,ga-en,gd-en,gl-en,gu-en,ha-en,haw-en,hi-en,hmn-en,hr-en,ht-en,hu-en,hy-en,id-en,ig-en,is-en,it-en,iw-en,ja-en,jw-en,ka-en,kk-en,km-en,kn-en,ko-en,ku-en,ky-en,lb-en,lo-en,lt-en,lv-en,mg-en,mi-en,mk-en,ml-en,mn-en,mr-en,ms-en,mt-en,my-en,ne-en,nl-en,no-en,ny-en,pa-en,pl-en,ps-en,pt-en,ro-en,ru-en,sd-en,si-en,sk-en,sl-en,sm-en,sn-en,so-en,sq-en,sr-en,st-en,su-en,sv-en,sw-en,ta-en,te-en,tg-en,th-en,tl-en,tr-en,uk-en,ur-en,uz-en,vi-en,xh-en,yi-en,yo-en,zh-en,zu-en
en-hi,0.649637732,0.620150323,0.625334726,0.633083279,0.62617848,0.641916605,0.643324381,0.640930958,0.647769052,0.660040893,0.651120876,0.636642703,0.654075113,0.66699687,0.643702054,0.63805604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655760203,0.653154421,0.634616431,0.637287189,0.63814897,0.636360736,0.653075722,0.667077867,0.640886769,0.654557813,0.650908805,0.643305972,0.633219039,0.651967868,0.640315279,0.655211595,0.640724107,0.658286876,0.634175938,0.633058573,0.662629837,0.629270823,0.640448815,0.654121466,0.625768076,0.637281526,0.65722996,0.627187628,0.625580967,0.623880743,0.640641716,0.637801001,0.640034792,0.625989587,0.660023903,0.640561764,0.628805085,0.637113981,0.634682211,0.638530598,0.642225545,0.627905393,0.629420165,0.632412669,0.651178167,0.647895269,0.630257681,0.63854235,0.658221962,0.664121706,0.636930618,0.640610363,0.638179076,0.64822467,0.661044583,0.653212407,0.629755474,0.629133792,0.626942269,0.634491459,0.637290771,0.643673299,0.630672987,0.623609004,0.651571844,0.639678934,0.638832508,0.65489252,0.655573341,0.645362092,0.63627167,0.635186374,0.633437269,0.643745104,0.671220559,0.637432789,0.630341666,0.63322686,0.629463219,0.647347139,0.623976677,0.628569555,0.658547352,0.64178773,0.629235798
en-hmn,0.649635237,0.620152329,0.625329181,0.633085925,0.626178419,0.641910551,0.643323085,0.64093172,0.647774949,0.660049592,0.651130469,0.636640911,0.654078217,0.666996653,0.643702307,0.638051778,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,0.999999999,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,0.65577185,0.65316024,0.6346205,0.637292805,0.638147937,0.636356278,0.65307585,0.667080321,0.640889093,0.654565843,0.65091139,0.643313666,0.633219608,0.651970173,0.640320061,0.655213659,0.640728353,0.658287141,0.634175134,0.63306277,0.662628249,0.629268088,0.640448201,0.654130206,0.625768124,0.637290914,0.65723417,0.627186933,0.625582251,0.623875892,0.640649412,0.637809922,0.640034336,0.6259902,0.660027032,0.640557227,0.628803224,0.637112984,0.634679502,0.638520651,0.642222563,0.62790572,0.629434767,0.632430165,0.651182164,0.647897171,0.630258885,0.638541722,0.658220159,0.664124338,0.636934314,0.640606575,0.638183887,0.648223998,0.661052888,0.653215042,0.629766728,0.629133114,0.626934282,0.634493014,0.637291736,0.643672556,0.630679243,0.623614383,0.651578217,0.639687114,0.638837855,0.654905572,0.655572189,0.64537283,0.636275681,0.635181986,0.633441567,0.643742858,0.671221123,0.637422572,0.63034248,0.633222437,0.6294642,0.647351284,0.623983991,0.628562407,0.658541356,0.641791483,0.62923604
en-hr,0.64963464,0.620154008,0.625331762,0.633089352,0.626179829,0.641924034,0.643325467,0.640929218,0.647763275,0.660055732,0.651123436,0.636631304,0.654069859,0.66699349,0.643703264,0.63804676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655760251,0.653151314,0.634625472,0.637292008,0.638152159,0.636368258,0.653069588,0.667094545,0.640884934,0.654555765,0.650903004,0.6433141,0.633226304,0.651972791,0.640326308,0.655206447,0.640725531,0.658281171,0.63417357,0.633058871,0.662624776,0.629270282,0.640449067,0.654127265,0.625759,0.63728587,0.657223158,0.627187637,0.625585117,0.623881686,0.640647265,0.637806652,0.640030643,0.625986311,0.66001832,0.640563945,0.628794675,0.637115133,0.63468613,0.638527757,0.642229149,0.627906866,0.629423046,0.632429882,0.651180762,0.64789895,0.630262201,0.638544908,0.658221341,0.664117873,0.636933145,0.640601839,0.638193971,0.648222016,0.66104344,0.653211697,0.629763343,0.629139456,0.62692771,0.634492273,0.637291946,0.643676636,0.630678947,0.623616317,0.651579664,0.639683209,0.638845369,0.654904997,0.655582417,0.645366098,0.636264776,0.635187904,0.633434826,0.64374257,0.671223174,0.637427037,0.630348606,0.633233691,0.629456611,0.647345938,0.623971771,0.628570144,0.658545013,0.641794946,0.629234711
en-ht,0.64963378,0.620144629,0.625326286,0.633088309,0.626177064,0.641913347,0.643331971,0.640939107,0.647773597,0.660050627,0.651122419,0.637213984,0.654080738,0.666996409,0.643700124,0.63804998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.65577765,0.653160319,0.63461364,0.637289091,0.638149661,0.636352204,0.653070528,0.667086778,0.640885934,0.654554426,0.650914297,0.643315087,0.6332173,0.65196791,0.640317984,0.655209378,0.640736185,0.658277569,0.634178427,0.633057919,0.662627679,0.629266888,0.640445067,0.654123366,0.625761661,0.637286253,0.6572334,0.627187855,0.625577662,0.623871383,0.640645495,0.63780221,0.64003575,0.625986856,0.660022865,0.640554764,0.628799144,0.637108864,0.634677366,0.638524092,0.642225149,0.627902288,0.629419521,0.632421964,0.651183414,0.647895969,0.630252806,0.638537979,0.658213033,0.664121618,0.636927553,0.640605221,0.6381863,0.648222966,0.661049862,0.653219098,0.629758834,0.6291304,0.626935859,0.634497533,0.637295208,0.643665121,0.630676765,0.623605799,0.651576078,0.639682199,0.638833369,0.654899663,0.655574624,0.645367977,0.636273807,0.635183319,0.633436479,0.643748524,0.67121547,0.637422791,0.630347089,0.63322514,0.62946408,0.64734767,0.623972132,0.628559877,0.658541829,0.641789733,0.629230168
en-hu,0.649636783,0.620153396,0.625328843,0.633082451,0.626180422,0.641918419,0.643322283,0.640929882,0.647762082,0.660053265,0.651127582,0.636643201,0.654073839,0.666992877,0.643706189,0.638054432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655764724,0.65315345,0.634631601,0.637297676,0.638150299,0.636359452,0.653070057,0.667089682,0.640882563,0.654560386,0.650906329,0.643314957,0.633221957,0.651973199,0.640310725,0.655212626,0.640723238,0.658286621,0.634173105,0.633056331,0.662626341,0.629278599,0.640447742,0.654116606,0.625765347,0.637284909,0.657227472,0.62718526,0.625589034,0.623883962,0.640644161,0.63780178,0.640033912,0.625989197,0.660027764,0.640566039,0.628806178,0.637689335,0.634686309,0.638527171,0.642221737,0.627899402,0.62942492,0.63242819,0.65118201,0.647897135,0.630261836,0.638540205,0.658218337,0.664121395,0.636929085,0.640607091,0.638184106,0.648220053,0.6610486,0.653213062,0.629756621,0.629138125,0.626930513,0.634501416,0.637299772,0.643672104,0.630679264,0.623606103,0.65158052,0.639688147,0.63883781,0.654892616,0.655574014,0.645373275,0.636269803,0.635179257,0.633438753,0.643745686,0.670624228,0.637426385,0.630347357,0.633229844,0.629465537,0.647349691,0.623973745,0.628569418,0.658548653,0.641781745,0.629236315
en-hy,0.649639799,0.620152518,0.625331555,0.633087684,0.626171953,0.64191524,0.643327342,0.640929653,0.647765998,0.660058589,0.651125796,0.637212821,0.654073952,0.666999201,0.643710814,0.638048682,1,0.999999999,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655764161,0.653152288,0.63462003,0.637289715,0.63814491,0.636362642,0.65307213,0.667091797,0.640881333,0.65455663,0.650909052,0.643318266,0.633220599,0.65197613,0.64031368,0.655216645,0.640723231,0.658282385,0.634178096,0.633059844,0.662632427,0.629275406,0.640446851,0.654119901,0.625758608,0.637287184,0.657235328,0.627185663,0.625592482,0.623879043,0.640646072,0.637812955,0.640030112,0.625985456,0.660020365,0.640560728,0.628808298,0.637677421,0.634684172,0.638522779,0.642218515,0.627903892,0.629425319,0.632432345,0.651183794,0.647895398,0.630259334,0.638540402,0.658222716,0.664119609,0.636937699,0.640614366,0.638189685,0.64822325,0.661039055,0.653207036,0.629759909,0.629141946,0.626936575,0.634494326,0.637287722,0.643671391,0.630682578,0.623603391,0.651583679,0.639681794,0.63883957,0.65491369,0.655581299,0.645359706,0.63626135,0.635177464,0.633441602,0.643743252,0.671218462,0.637420606,0.630352844,0.633229767,0.629462517,0.647341471,0.623985355,0.628565318,0.658543473,0.641787744,0.629230443
en-id,0.649632325,0.620159133,0.625327789,0.633081486,0.626175537,0.641914326,0.643333455,0.640927947,0.647772277,0.660052759,0.651127517,0.636638239,0.654077089,0.666998643,0.643704448,0.638051215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,0.999999999,1,1,0.999999999,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655759137,0.65315643,0.634623488,0.637295336,0.638147101,0.636354956,0.653066111,0.667085728,0.640875425,0.654555016,0.650912856,0.643320586,0.633217091,0.651971327,0.64032251,0.65520488,0.640727797,0.658286794,0.634172933,0.633062545,0.662636465,0.629269915,0.640453693,0.65412319,0.625762752,0.637286809,0.657237401,0.627183846,0.625577461,0.623874164,0.640651821,0.637807957,0.640020856,0.625983875,0.660023754,0.640560125,0.628796473,0.637683245,0.634685019,0.638524778,0.642219431,0.627906512,0.629418347,0.63242425,0.651184393,0.647898183,0.630260853,0.638543211,0.658217536,0.664122912,0.636927146,0.64061301,0.638187116,0.648231021,0.661046107,0.653216469,0.629755852,0.629144226,0.626938925,0.634490502,0.63729212,0.643667669,0.630670661,0.623604084,0.65157422,0.63967996,0.638835403,0.654899845,0.6555795,0.645366864,0.636269692,0.635185695,0.633435186,0.643741863,0.671225041,0.637425969,0.63034012,0.633227861,0.629462923,0.647347085,0.623976494,0.62856101,0.658538372,0.641788665,0.629231647
en-ig,0.649639202,0.620150763,0.625332645,0.633082825,0.626182611,0.641912989,0.6433286,0.640942304,0.647762423,0.660050757,0.651125608,0.636646924,0.654073811,0.666999017,0.643707412,0.638053247,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,0.655770293,0.653158262,0.63461758,0.637291835,0.638153737,0.636360866,0.653068288,0.667082002,0.640885654,0.654561195,0.650907911,0.643310909,0.633218359,0.651972993,0.640320368,0.655215034,0.640733007,0.658286152,0.634176183,0.633052702,0.662630143,0.629270264,0.64044554,0.654116914,0.625760497,0.637283046,0.657231634,0.627186027,0.625577798,0.623878178,0.640644702,0.637805733,0.640037444,0.62598635,0.660023427,0.640563483,0.628808447,0.63710668,0.634679711,0.638528534,0.642228847,0.627908975,0.629422235,0.632421556,0.65118008,0.647895401,0.63025642,0.638540957,0.658211693,0.664118254,0.636932709,0.64060831,0.638184542,0.648227251,0.661055939,0.653218174,0.629759376,0.629137612,0.626943567,0.634494539,0.637292022,0.643673959,0.63067895,0.623606305,0.651578382,0.639682696,0.638839446,0.654902048,0.655581706,0.645373676,0.636266784,0.635181297,0.633427746,0.643743773,0.671219785,0.637420248,0.630347192,0.63323049,0.629462098,0.647349454,0.623976957,0.62855913,0.658542087,0.641789162,0.629234389
en-is,0.649627855,0.620140669,0.625326206,0.633086409,0.626172846,0.641917661,0.6433217,0.640931419,0.647767225,0.660049,0.651129025,0.636639459,0.654075582,0.666992877,0.643710537,0.638050114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,0.999999999,0.999999999,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655766054,0.653157796,0.634622637,0.637293369,0.638145706,0.636356085,0.653067415,0.667088325,0.640879541,0.654559781,0.650911792,0.643314403,0.633226847,0.651964891,0.640304708,0.655213456,0.640727464,0.658280964,0.634163451,0.633055831,0.662630458,0.629277404,0.640441327,0.654122264,0.62576252,0.637286948,0.657227756,0.62718349,0.62558963,0.623880188,0.640652756,0.637809017,0.640038849,0.625982545,0.66001698,0.640550706,0.628797929,0.637117892,0.634687831,0.638524019,0.642222769,0.627897013,0.629422556,0.632420883,0.651181974,0.647893886,0.630249411,0.638541187,0.658221834,0.66411558,0.636932612,0.640603091,0.638191695,0.648220438,0.661046142,0.653214577,0.629765644,0.629136933,0.62692748,0.634495305,0.637291901,0.64366697,0.630677757,0.623610755,0.651577523,0.639682495,0.638842674,0.654901987,0.655570502,0.645372663,0.63626686,0.635177879,0.633431619,0.643747073,0.671214289,0.637420987,0.63034711,0.633221859,0.629459343,0.647347136,0.623977498,0.628562929,0.65854108,0.641782138,0.629232294
en-it,0.649628692,0.620157276,0.625322726,0.633080241,0.626167115,0.641906309,0.643330787,0.640929088,0.647766497,0.660052998,0.651131217,0.636633485,0.654077917,0.66699894,0.643703102,0.638053593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655757605,0.653147551,0.634628854,0.63728607,0.638147491,0.636362133,0.653066799,0.667092191,0.640882188,0.654563593,0.650904165,0.64332225,0.633217524,0.651976549,0.640322245,0.655211557,0.640723824,0.658274213,0.634173467,0.633060985,0.662633629,0.629274688,0.640444244,0.654118475,0.6257624,0.63728745,0.657224416,0.627188783,0.625587069,0.623893655,0.640641798,0.63781271,0.64003083,0.625985345,0.660025097,0.640561173,0.628797765,0.637118603,0.634679843,0.638522906,0.64221956,0.627898421,0.629414636,0.632430299,0.651186969,0.647899011,0.630258114,0.638544482,0.6582201,0.664127906,0.636939762,0.640603944,0.638178732,0.648218523,0.661043041,0.653208851,0.629757528,0.629134799,0.626934317,0.634491738,0.637295803,0.643666986,0.630679215,0.623608215,0.651574413,0.639684147,0.638833003,0.654898119,0.655577993,0.645363253,0.636253422,0.635179175,0.633445127,0.643742102,0.671220942,0.637425748,0.630348621,0.633235199,0.629460265,0.647346888,0.623980795,0.6285672,0.658545569,0.641783808,0.629229985
en-iw,0.649634164,0.620152499,0.625331638,0.633085167,0.626174628,0.641919756,0.643329459,0.64093398,0.647769488,0.66004998,0.651122273,0.63720633,0.654079804,0.666995574,0.643713868,0.638054171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,0.655765357,0.653157544,0.634627397,0.637300405,0.638152895,0.636362831,0.653070286,0.667093661,0.640883841,0.654561671,0.650907095,0.643317725,0.633226168,0.651973451,0.640316781,0.655213777,0.640729796,0.658282821,0.634175039,0.633058781,0.6626364,0.629271389,0.640449344,0.654120006,0.625758889,0.637287654,0.657234357,0.627187888,0.625583649,0.623889683,0.640650537,0.637801152,0.640030487,0.625991303,0.660025227,0.640563081,0.628807227,0.637694898,0.634691527,0.638527086,0.642215494,0.627906805,0.629425411,0.632420958,0.65119159,0.64789924,0.630256882,0.638541507,0.658218517,0.664122153,0.636935582,0.640612993,0.638191485,0.648232315,0.661040982,0.653209442,0.629757218,0.62914805,0.626932933,0.634491807,0.637295701,0.643682263,0.630671745,0.623603467,0.651582943,0.639680218,0.638837324,0.654903721,0.655579972,0.645361262,0.636265259,0.635184926,0.633438501,0.643745475,0.671218407,0.637422722,0.630349981,0.633229015,0.629465937,0.647344805,0.623975314,0.628565428,0.658544255,0.641782549,0.629231209
en-ja,0.649637119,0.620154091,0.62533168,0.633078766,0.626165026,0.641912035,0.643325667,0.640935026,0.647772403,0.660051781,0.651121428,0.636642822,0.654065931,0.666993119,0.643707384,0.638055898,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,0.655764517,0.653150859,0.634620612,0.637288176,0.638148526,0.63635676,0.65307551,0.667083988,0.640883335,0.654557646,0.650903666,0.643311421,0.633216829,0.65197033,0.640311938,0.655204393,0.640730507,0.658277507,0.634172022,0.633052741,0.662632618,0.629267388,0.640442308,0.654125775,0.625770388,0.637284545,0.657220994,0.627180028,0.62557603,0.623874343,0.640638447,0.637803697,0.640027659,0.625985871,0.66002362,0.640550997,0.628795858,0.637115681,0.634674894,0.638525561,0.642220776,0.627900628,0.629416189,0.632416949,0.651175314,0.647887958,0.630258791,0.638545685,0.658221248,0.66412274,0.636929272,0.640607513,0.638189359,0.648219242,0.661037378,0.653202412,0.62975732,0.629141127,0.626936189,0.634501753,0.637294995,0.643077434,0.63068031,0.623607464,0.651573984,0.6396803,0.638831376,0.654897654,0.655578228,0.645366671,0.636259434,0.635179072,0.633435917,0.643740117,0.671212083,0.637423431,0.630344072,0.63322705,0.629452991,0.647338519,0.623971763,0.628561207,0.658537058,0.641777539,0.629230138
en-jw,0.649637504,0.620154816,0.625332868,0.633091185,0.626179277,0.641912215,0.643337534,0.640939821,0.647772912,0.660053432,0.651126257,0.636639085,0.654080479,0.667001382,0.643704673,0.638056933,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,0.655763138,0.653157815,0.634624087,0.637302099,0.638154862,0.636355906,0.653068692,0.667085667,0.640886186,0.654558661,0.650912603,0.643317789,0.633222118,0.651979289,0.640323905,0.655210244,0.640735871,0.658284432,0.634173225,0.633067233,0.66263136,0.629276898,0.640454185,0.654126938,0.62576798,0.637288978,0.657237269,0.627193598,0.625583749,0.623877519,0.640652214,0.637813995,0.640033464,0.625979206,0.660025676,0.640559362,0.6288012,0.637108255,0.634682762,0.638532085,0.642222994,0.627915519,0.629418855,0.632426026,0.651193755,0.647898787,0.630254976,0.638540879,0.658213462,0.664120557,0.63692827,0.640620162,0.638193285,0.648227191,0.66105419,0.653214334,0.629761069,0.629144211,0.626937724,0.634494402,0.63729748,0.643678635,0.630671059,0.623605034,0.651582324,0.639681569,0.638839127,0.654905463,0.655583173,0.645367719,0.636277201,0.635186198,0.633426093,0.643746863,0.671220139,0.637433231,0.630345137,0.633235937,0.629463835,0.647350683,0.623983359,0.628558935,0.658541877,0.641799195,0.629237198
en-ka,0.649642168,0.62015035,0.625332078,0.633083504,0.626171117,0.641919684,0.643330048,0.640933038,0.64776957,0.660048107,0.651126842,0.636639844,0.654074597,0.666993948,0.643708779,0.63805276,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655770569,0.653155456,0.634621116,0.637297978,0.63815122,0.636364468,0.653068073,0.667094604,0.64088425,0.65455723,0.650913823,0.64332186,0.633217952,0.65197221,0.640317689,0.655212442,0.640728576,0.658280399,0.634173193,0.63306037,0.662629035,0.629273348,0.640450058,0.654119335,0.625757969,0.63728417,0.657237338,0.627189192,0.625587576,0.623882857,0.640650316,0.637805886,0.640031383,0.625982885,0.660030303,0.640557829,0.628804251,0.637108204,0.634677844,0.638522639,0.642219977,0.627902418,0.629424457,0.632426725,0.651188945,0.647894946,0.630258884,0.638542736,0.658220782,0.664120515,0.63693563,0.640614705,0.638188301,0.648223791,0.661045059,0.653212203,0.629759252,0.629141278,0.626931578,0.634497588,0.63729308,0.64367003,0.63067834,0.623601987,0.651574711,0.63967871,0.638837448,0.65490652,0.655576817,0.64536918,0.63627101,0.635181834,0.633439662,0.643744536,0.671217775,0.637418117,0.630339594,0.633226165,0.629464758,0.647340915,0.623978634,0.628560195,0.658543049,0.64178487,0.629228048
en-kk,0.649635787,0.620161297,0.62532444,0.633087951,0.626162954,0.641912951,0.643321216,0.64092442,0.647764291,0.660047806,0.651124642,0.636639472,0.654063562,0.666993905,0.643704684,0.638053145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,0.999999999,0.655766245,0.65315027,0.634619761,0.637295223,0.638149645,0.636359118,0.653066765,0.667085584,0.640889967,0.654559619,0.650914475,0.643314364,0.63322539,0.651975499,0.640317669,0.655207226,0.640719815,0.658278579,0.63417117,0.633059315,0.662630636,0.629276595,0.640444556,0.654119455,0.625759935,0.637280831,0.657228652,0.627180849,0.625588625,0.623868985,0.640642969,0.637810186,0.640030466,0.625986399,0.660020934,0.640558455,0.628805057,0.637111959,0.634682401,0.638522743,0.642218862,0.627899975,0.629424034,0.632418334,0.65117884,0.647895032,0.630253769,0.638536381,0.658223101,0.664121901,0.636936357,0.640618324,0.638193644,0.648228977,0.661042743,0.653211527,0.629760593,0.629144399,0.626935904,0.634497239,0.637294777,0.643677768,0.630677233,0.623609228,0.651580942,0.639679099,0.638838615,0.654900392,0.655580864,0.645369601,0.636266463,0.635176282,0.633429442,0.643743343,0.671218625,0.637421603,0.630339975,0.633233151,0.629462655,0.647341179,0.623973901,0.628565335,0.658554677,0.641787279,0.629235268
